region_id,short_tip,med_tip,long_tip,max_tip,max_bin,is_statistically_significant,has_rejected_null_hyp,PULocationID,Borough,Zone,service_zone
47,0.13135496183206108,0.20052123552123552,0.021891891891891894,0.20052123552123552,medium,False,False,47,Bronx,Claremont/Bathgate,Boro Zone
69,0.13715415019762847,0.5041850220264317,0.951590909090909,0.951590909090909,long,False,False,69,Bronx,East Concourse/Concourse Village,Boro Zone
171,0.1663128491620112,0.3268729641693811,0.0,0.3268729641693811,medium,False,False,171,Queens,Murray Hill-Queens,Boro Zone
62,0.28108482400461626,1.2644590163934426,2.6685185185185185,2.6685185185185185,long,False,False,62,Brooklyn,Crown Heights South,Boro Zone
127,0.8088005578800559,1.4442594594594595,4.566111111111111,4.566111111111111,long,False,False,127,Manhattan,Inwood,Boro Zone
19,1.0601345291479822,0.9423772609819122,2.875806451612903,2.875806451612903,long,False,False,19,Queens,Bellerose,Boro Zone
182,0.057687074829931975,0.15418032786885244,0.0,0.15418032786885244,medium,False,False,182,Bronx,Parkchester,Boro Zone
126,0.14126696832579186,0.36810880829015546,2.15,2.15,long,False,False,126,Bronx,Hunts Point,Boro Zone
23,0.563125,1.3692647058823528,0.4964772727272727,1.3692647058823528,medium,False,False,23,Staten Island,Bloomfield/Emerson Hill,Boro Zone
225,0.390300395256917,1.1640058479532163,2.0757894736842104,2.0757894736842104,long,False,False,225,Brooklyn,Stuyvesant Heights,Boro Zone
64,1.752441860465116,1.283312883435583,2.6666666666666665,2.6666666666666665,long,False,False,64,Queens,Douglaston,Boro Zone
108,0.13284444444444446,0.24078899082568805,0.7786666666666668,0.7786666666666668,long,False,False,108,Brooklyn,Gravesend,Boro Zone
227,0.2959818731117825,0.5937127371273713,0.7773076923076924,0.7773076923076924,long,False,False,227,Brooklyn,Sunset Park East,Boro Zone
167,0.04388607594936709,0.22038961038961039,0.0,0.22038961038961039,medium,False,False,167,Bronx,Morrisania/Melrose,Boro Zone
136,0.24647668393782388,0.3357851239669421,1.7230769230769232,1.7230769230769232,long,False,False,136,Bronx,Kingsbridge Heights,Boro Zone
242,0.1076300578034682,0.34920382165605096,2.1714285714285717,2.1714285714285717,long,False,False,242,Bronx,Van Nest/Morris Park,Boro Zone
220,0.48235148514851484,1.3482424242424245,3.496111111111111,3.496111111111111,long,False,False,220,Bronx,Spuyten Duyvil/Kingsbridge,Boro Zone
55,0.13245689655172413,0.29897039030955586,0.3449404761904762,0.3449404761904762,long,False,False,55,Brooklyn,Coney Island,Boro Zone
123,0.11427522935779817,0.3932166301969366,0.6737037037037038,0.6737037037037038,long,False,False,123,Brooklyn,Homecrest,Boro Zone
149,0.14077464788732394,0.2111244019138756,0.0,0.2111244019138756,medium,False,False,149,Brooklyn,Madison,Boro Zone
235,0.13115702479338842,0.34096357226792007,0.2295705521472393,0.34096357226792007,medium,True,True,235,Bronx,University Heights/Morris Heights,Boro Zone
201,0.10203703703703704,0.00946372239747634,0.5573750000000001,0.5573750000000001,long,False,False,201,Queens,Rockaway Park,Boro Zone
38,0.42805970149253725,0.5386050156739812,2.194923076923077,2.194923076923077,long,True,True,38,Queens,Cambria Heights,Boro Zone
133,0.5904590163934426,1.5868595041322313,2.1956521739130435,2.1956521739130435,long,False,False,133,Brooklyn,Kensington,Boro Zone
117,0.08047413793103449,0.03167164179104477,0.0983695652173913,0.0983695652173913,long,False,False,117,Queens,Hammels/Arverne,Boro Zone
254,0.12549718574108817,0.12416248746238716,0.3667605633802817,0.3667605633802817,long,False,False,254,Bronx,Williamsbridge/Olinville,Boro Zone
101,0.5702857142857143,0.8551379310344828,1.20375,1.20375,long,False,False,101,Queens,Glen Oaks,Boro Zone
77,0.043878437047756874,0.20218918918918918,0.0,0.20218918918918918,medium,False,False,77,Brooklyn,East New York/Pennsylvania Avenue,Boro Zone
22,0.10871900826446279,0.5562172284644196,0.0,0.5562172284644196,medium,False,False,22,Brooklyn,Bensonhurst West,Boro Zone
15,1.1333333333333333,0.6136492890995262,0.47619047619047616,1.1333333333333333,short,False,False,15,Queens,Bay Terrace/Fort Totten,Boro Zone
94,0.09073076923076923,0.2953667953667954,1.29,1.29,long,False,False,94,Bronx,Fordham South,Boro Zone
11,0.16785714285714287,0.861865671641791,2.8421052631578947,2.8421052631578947,long,False,False,11,Brooklyn,Bath Beach,Boro Zone
214,0.473125,1.0218421052631579,1.3225806451612903,1.3225806451612903,long,False,False,214,Staten Island,South Beach/Dongan Hills,Boro Zone
